exchange,stock_symbol,date,stock_price_close,stock_gain_loss_dollar,stock_gain_loss_percent,dollar_volume,stock_volume
NASDAQ,ACTI,21/05/2009,2.3,-0.01,-0.004329004,79580,34600
NASDAQ,ACTI,22/05/2009,2.29,-0.01,-0.004347826,64807,28300
NASDAQ,ACTI,26/05/2009,2.35,0.06,0.026200873,195990,83400
NASDAQ,ACTI,27/05/2009,2.3,-0.05,-0.021276596,112240,48800
NASDAQ,ACTI,28/05/2009,2.27,-0.03,-0.013043478,125077,55100
NASDAQ,ACTI,29/05/2009,2.32,0.05,0.022026432,325264,140200
NASDAQ,ACTI,01/06/2009,2.38,0.06,0.025862069,476714,200300
NASDAQ,ACTI,02/06/2009,2.36,-0.02,-0.008403361,965240,409000
NASDAQ,ACTI,03/06/2009,2.32,-0.04,-0.016949153,1547440,667000
NASDAQ,ACTI,04/06/2009,2.31,-0.01,-0.004310345,400092,173200
NASDAQ,ACTI,05/06/2009,2.33,0.02,0.008658009,552676,237200
NASDAQ,ACTI,08/06/2009,2.3,-0.03,-0.012875536,252540,109800
NASDAQ,ACTI,09/06/2009,2.27,-0.03,-0.013043478,855336,376800
NASDAQ,ACTI,10/06/2009,2.23,-0.04,-0.017621145,216310,97000
NASDAQ,ACTI,11/06/2009,2.28,0.05,0.022421525,207252,90900
NASDAQ,ACTI,12/06/2009,2.3,0.02,0.00877193,189980,82600
NASDAQ,ACTI,15/06/2009,2.35,0.05,0.02173913,649070,276200
NASDAQ,ACTI,16/06/2009,2.3,-0.05,-0.021276596,1115960,485200
NASDAQ,ACTI,17/06/2009,2.3,0,0,435850,189500
NASDAQ,ACTI,18/06/2009,2.29,-0.01,-0.004347826,85417,37300
NASDAQ,ACTI,19/06/2009,2.25,-0.04,-0.017467249,149175,66300
NASDAQ,ACTI,22/06/2009,2.35,0.1,0.044444444,3588450,1527000
NASDAQ,ACTI,23/06/2009,2.29,-0.06,-0.025531915,403727,176300
NASDAQ,ACTI,24/06/2009,2.39,0.1,0.043668122,307354,128600
NASDAQ,ACTI,25/06/2009,2.44,0.05,0.020920502,415776,170400
NASDAQ,ACTI,26/06/2009,2.53,0.09,0.036885246,18468241,7299700
NASDAQ,ACTI,29/06/2009,2.51,-0.02,-0.007905138,528355,210500
NASDAQ,ACTI,30/06/2009,2.53,0.02,0.007968127,417956,165200
NASDAQ,ACTI,01/07/2009,2.57,0.04,0.015810277,271392,105600
NASDAQ,ACTI,02/07/2009,2.59,0.02,0.007782101,409997,158300
NASDAQ,ACTI,06/07/2009,2.59,0,0,615384,237600
NASDAQ,ACTI,07/07/2009,2.63,0.04,0.015444015,985198,374600
NASDAQ,ACTI,08/07/2009,2.64,0.01,0.003802281,375408,142200
NASDAQ,ACTI,09/07/2009,2.63,-0.01,-0.003787879,220657,83900
NASDAQ,ACTI,10/07/2009,2.6,-0.03,-0.011406844,208780,80300
NASDAQ,ACTI,13/07/2009,2.7,0.1,0.038461538,205740,76200
NASDAQ,ACTI,14/07/2009,2.7,0,0,209520,77600
NASDAQ,ACTI,15/07/2009,2.7,0,0,414450,153500
NASDAQ,ACTI,16/07/2009,2.83,0.13,0.048148148,529210,187000
NASDAQ,ACTI,17/07/2009,2.8,-0.03,-0.010600707,270760,96700
NASDAQ,ACTI,20/07/2009,2.8,0,0,338520,120900
NASDAQ,ACTI,21/07/2009,2.81,0.01,0.003571429,352093,125300
NASDAQ,ACTI,22/07/2009,2.76,-0.05,-0.017793594,373428,135300
NASDAQ,ACTI,23/07/2009,2.8,0.04,0.014492754,530880,189600
NASDAQ,ACTI,24/07/2009,2.8,0,0,378000,135000
NASDAQ,ACTI,27/07/2009,2.8,0,0,242480,86600
NASDAQ,ACTI,28/07/2009,2.79,-0.01,-0.003571429,259191,92900
NASDAQ,ACTI,29/07/2009,2.57,-0.22,-0.078853047,250061,97300
NASDAQ,ACTI,30/07/2009,2.56,-0.01,-0.003891051,328704,128400
NASDAQ,ACTI,31/07/2009,2.52,-0.04,-0.015625,214956,85300
NASDAQ,ACTI,03/08/2009,2.44,-0.08,-0.031746032,1114836,456900
NASDAQ,ACTI,04/08/2009,2.61,0.17,0.069672131,329904,126400
NASDAQ,ACTI,05/08/2009,2.46,-0.15,-0.057471264,200736,81600
NASDAQ,ACTI,06/08/2009,2.53,0.07,0.028455285,256795,101500
NASDAQ,ACTI,07/08/2009,2.79,0.26,0.102766798,1079730,387000
NASDAQ,ACTI,10/08/2009,2.73,-0.06,-0.021505376,455637,166900
NASDAQ,ACTI,11/08/2009,2.62,-0.11,-0.04029304,108992,41600
NASDAQ,ACTI,12/08/2009,2.68,0.06,0.022900763,363408,135600
NASDAQ,ACTI,13/08/2009,2.58,-0.1,-0.037313433,209238,81100
NASDAQ,ACTI,14/08/2009,2.52,-0.06,-0.023255814,206640,82000
NASDAQ,ACTI,17/08/2009,2.29,-0.23,-0.091269841,219153,95700
NASDAQ,ACTI,18/08/2009,2.45,0.16,0.069868996,161700,66000
NASDAQ,ACTI,19/08/2009,2.55,0.1,0.040816327,162690,63800
NASDAQ,ACTI,20/08/2009,2.44,-0.11,-0.043137255,259128,106200
NASDAQ,ACTI,21/08/2009,2.66,0.22,0.090163934,526946,198100
NASDAQ,ACTI,24/08/2009,2.58,-0.08,-0.030075188,111972,43400
NASDAQ,ACTI,25/08/2009,2.54,-0.04,-0.015503876,253746,99900
NASDAQ,ACTI,26/08/2009,2.59,0.05,0.019685039,133644,51600
NASDAQ,ACTI,27/08/2009,2.64,0.05,0.019305019,95832,36300
NASDAQ,ACTI,28/08/2009,2.58,-0.06,-0.022727273,151188,58600
NASDAQ,ACTI,31/08/2009,2.51,-0.07,-0.027131783,270578,107800
NASDAQ,ACTI,01/09/2009,2.45,-0.06,-0.023904382,590695,241100
NASDAQ,ACTI,02/09/2009,2.5,0.05,0.020408163,192000,76800
NASDAQ,ACTI,03/09/2009,2.5,0,0,119250,47700
NASDAQ,ACTI,04/09/2009,2.51,0.01,0.004,187999,74900
NASDAQ,ACTI,08/09/2009,2.5,-0.01,-0.003984064,173250,69300
NASDAQ,ACTI,09/09/2009,2.56,0.06,0.024,104704,40900
NASDAQ,ACTI,10/09/2009,2.75,0.19,0.07421875,561550,204200
NASDAQ,ACTI,11/09/2009,2.68,-0.07,-0.025454545,275236,102700
NASDAQ,ACTI,14/09/2009,2.74,0.06,0.02238806,197006,71900
NASDAQ,ACTI,15/09/2009,2.78,0.04,0.01459854,377802,135900
NASDAQ,ACTI,16/09/2009,2.81,0.03,0.010791367,329613,117300
NASDAQ,ACTI,17/09/2009,2.8,-0.01,-0.003558719,109480,39100
NASDAQ,ACTI,18/09/2009,2.8,0,0,785680,280600
NASDAQ,ACTI,21/09/2009,2.85,0.05,0.017857143,153330,53800
NASDAQ,ACTI,22/09/2009,3.02,0.17,0.059649123,312268,103400
NASDAQ,ACTI,23/09/2009,2.96,-0.06,-0.01986755,190328,64300
NASDAQ,ACTI,24/09/2009,2.91,-0.05,-0.016891892,391104,134400
NASDAQ,ACTI,25/09/2009,2.79,-0.12,-0.041237113,152055,54500
NASDAQ,ACTI,28/09/2009,2.85,0.06,0.021505376,125685,44100
NASDAQ,ACTI,29/09/2009,2.86,0.01,0.003508772,164450,57500
NASDAQ,ACTI,30/09/2009,2.77,-0.09,-0.031468531,290296,104800
NASDAQ,ACTI,01/10/2009,2.61,-0.16,-0.057761733,178785,68500
NASDAQ,ACTI,02/10/2009,2.62,0.01,0.003831418,352652,134600
NASDAQ,ACTI,05/10/2009,2.54,-0.08,-0.030534351,125476,49400
NASDAQ,ACTI,06/10/2009,2.64,0.1,0.039370079,342672,129800
NASDAQ,ACTI,07/10/2009,2.7,0.06,0.022727273,310230,114900
NASDAQ,ACTI,08/10/2009,2.7,0,0,101520,37600
NASDAQ,ACTI,09/10/2009,2.71,0.01,0.003703704,76422,28200
NASDAQ,ACTI,12/10/2009,2.7,-0.01,-0.003690037,52920,19600
NASDAQ,ACTI,13/10/2009,2.66,-0.04,-0.014814815,55594,20900
NASDAQ,ACTI,14/10/2009,2.71,0.05,0.018796992,155283,57300
NASDAQ,ACTI,15/10/2009,2.65,-0.06,-0.022140221,160325,60500
NASDAQ,ACTI,16/10/2009,2.61,-0.04,-0.01509434,254997,97700
NASDAQ,ACTI,19/10/2009,2.64,0.03,0.011494253,125136,47400
NASDAQ,ACTI,20/10/2009,2.6,-0.04,-0.015151515,124800,48000
NASDAQ,ACTI,21/10/2009,2.55,-0.05,-0.019230769,216240,84800
NASDAQ,ACTI,22/10/2009,2.67,0.12,0.047058824,264597,99100
NASDAQ,ACTI,23/10/2009,2.52,-0.15,-0.056179775,321048,127400
NASDAQ,ACTI,26/10/2009,2.3,-0.22,-0.087301587,531990,231300
NASDAQ,ACTI,27/10/2009,2.32,0.02,0.008695652,238960,103000
NASDAQ,ACTI,28/10/2009,2.29,-0.03,-0.012931034,182284,79600
NASDAQ,ACTI,29/10/2009,2.31,0.02,0.008733624,903672,391200
NASDAQ,ACTI,30/10/2009,2.27,-0.04,-0.017316017,887116,390800
NASDAQ,ACTI,02/11/2009,2.18,-0.09,-0.039647577,678416,311200
NASDAQ,ACTI,03/11/2009,2.23,0.05,0.02293578,1097829,492300
NASDAQ,ACTI,04/11/2009,2.21,-0.02,-0.00896861,167297,75700
NASDAQ,ACTI,05/11/2009,2.29,0.08,0.036199095,142438,62200
NASDAQ,ACTI,06/11/2009,2.24,-0.05,-0.021834061,86240,38500
NASDAQ,ACTI,09/11/2009,2.31,0.07,0.03125,152691,66100
NASDAQ,ACTI,10/11/2009,2.25,-0.06,-0.025974026,58950,26200
NASDAQ,ACTI,11/11/2009,2.23,-0.02,-0.008888889,222777,99900
NASDAQ,ACTI,12/11/2009,2.06,-0.17,-0.076233184,233192,113200
NASDAQ,ACTI,13/11/2009,2.21,0.15,0.072815534,304317,137700
NASDAQ,ACTI,16/11/2009,2.34,0.13,0.058823529,384696,164400
NASDAQ,ACTI,17/11/2009,2.26,-0.08,-0.034188034,181026,80100
NASDAQ,ACTI,18/11/2009,2.32,0.06,0.026548673,182352,78600
NASDAQ,ACTI,19/11/2009,2.22,-0.1,-0.043103448,626040,282000
NASDAQ,ACTI,20/11/2009,2.24,0.02,0.009009009,340704,152100
NASDAQ,ACTI,23/11/2009,2.34,0.1,0.044642857,645606,275900
NASDAQ,ACTI,24/11/2009,2.3,-0.04,-0.017094017,370070,160900
NASDAQ,ACTI,25/11/2009,2.22,-0.08,-0.034782609,62826,28300
NASDAQ,ACTI,27/11/2009,2.14,-0.08,-0.036036036,122408,57200
NASDAQ,ACTI,30/11/2009,2.13,-0.01,-0.004672897,234087,109900
NASDAQ,ACTI,01/12/2009,2.16,0.03,0.014084507,96768,44800
NASDAQ,ACTI,02/12/2009,2.27,0.11,0.050925926,206116,90800
NASDAQ,ACTI,03/12/2009,2.22,-0.05,-0.022026432,250638,112900
NASDAQ,ACTI,04/12/2009,2.27,0.05,0.022522523,260369,114700
NASDAQ,ACTI,07/12/2009,2.27,0,0,170023,74900
NASDAQ,ACTI,08/12/2009,2.26,-0.01,-0.004405286,297868,131800
NASDAQ,ACTI,09/12/2009,2.25,-0.01,-0.004424779,250200,111200
NASDAQ,ACTI,10/12/2009,2.23,-0.02,-0.008888889,158776,71200
NASDAQ,ACTI,11/12/2009,2.27,0.04,0.01793722,174336,76800
NASDAQ,ACTI,14/12/2009,2.26,-0.01,-0.004405286,189840,84000
NASDAQ,ACTI,15/12/2009,2.18,-0.08,-0.03539823,313920,144000
NASDAQ,ACTI,16/12/2009,2.22,0.04,0.018348624,199800,90000
NASDAQ,ACTI,17/12/2009,2.15,-0.07,-0.031531532,118035,54900
NASDAQ,ACTI,18/12/2009,2.27,0.12,0.055813953,843986,371800
NASDAQ,ACTI,21/12/2009,2.27,0,0,228589,100700
NASDAQ,ACTI,22/12/2009,2.44,0.17,0.074889868,650748,266700
NASDAQ,ACTI,23/12/2009,2.58,0.14,0.057377049,304440,118000
NASDAQ,ACTI,24/12/2009,2.61,0.03,0.011627907,85869,32900
NASDAQ,ACTI,28/12/2009,2.59,-0.02,-0.007662835,215747,83300
NASDAQ,ACTI,29/12/2009,2.56,-0.03,-0.011583012,253952,99200
NASDAQ,ACTI,30/12/2009,2.5,-0.06,-0.0234375,223500,89400
NASDAQ,ACTI,31/12/2009,2.35,-0.15,-0.06,379760,161600
NASDAQ,ACTL,02/01/2009,11.61,0,0,4394385,378500
NASDAQ,ACTL,05/01/2009,11.81,0.2,0.017226529,2319484,196400
NASDAQ,ACTL,06/01/2009,12.24,0.43,0.036409822,2122416,173400
NASDAQ,ACTL,07/01/2009,12.28,0.04,0.003267974,2098652,170900
NASDAQ,ACTL,08/01/2009,12.37,0.09,0.00732899,1358226,109800
NASDAQ,ACTL,09/01/2009,11.84,-0.53,-0.042845594,1890848,159700
NASDAQ,ACTL,12/01/2009,11.71,-0.13,-0.01097973,1631203,139300
NASDAQ,ACTL,13/01/2009,11.92,0.21,0.01793339,1139552,95600
NASDAQ,ACTL,14/01/2009,11.35,-0.57,-0.047818792,2503810,220600
NASDAQ,ACTL,15/01/2009,11.99,0.64,0.056387665,2398000,200000
NASDAQ,ACTL,16/01/2009,12.2,0.21,0.017514595,1928820,158100
NASDAQ,ACTL,20/01/2009,11.21,-0.99,-0.081147541,3025579,269900
NASDAQ,ACTL,21/01/2009,10.98,-0.23,-0.020517395,2730726,248700
NASDAQ,ACTL,22/01/2009,10.25,-0.73,-0.066484517,2458975,239900
NASDAQ,ACTL,23/01/2009,10.24,-0.01,-0.00097561,3730432,364300
NASDAQ,ACTL,26/01/2009,10.2,-0.04,-0.00390625,1725840,169200
NASDAQ,ACTL,27/01/2009,10.2,0,0,1633020,160100
NASDAQ,ACTL,28/01/2009,10.15,-0.05,-0.004901961,1464645,144300
NASDAQ,ACTL,29/01/2009,9.63,-0.52,-0.051231527,1355904,140800
NASDAQ,ACTL,30/01/2009,9.02,-0.61,-0.063343718,938080,104000
NASDAQ,ACTL,02/02/2009,9.53,0.51,0.05654102,1177908,123600
NASDAQ,ACTL,03/02/2009,9.32,-0.21,-0.022035677,1337420,143500
NASDAQ,ACTL,04/02/2009,9.9,0.58,0.06223176,3099690,313100
NASDAQ,ACTL,05/02/2009,9.81,-0.09,-0.009090909,1150713,117300
NASDAQ,ACTL,06/02/2009,10.21,0.4,0.04077472,1379371,135100
NASDAQ,ACTL,09/02/2009,9.96,-0.25,-0.024485798,718116,72100
NASDAQ,ACTL,10/02/2009,9.69,-0.27,-0.027108434,1573656,162400
NASDAQ,ACTL,11/02/2009,10.18,0.49,0.050567595,1316274,129300
NASDAQ,ACTL,12/02/2009,10.15,-0.03,-0.002946955,957145,94300
NASDAQ,ACTL,13/02/2009,10.47,0.32,0.031527094,1075269,102700
NASDAQ,ACTL,17/02/2009,9.79,-0.68,-0.064947469,1097459,112100
NASDAQ,ACTL,18/02/2009,9.58,-0.21,-0.02145046,1076792,112400
NASDAQ,ACTL,19/02/2009,9.34,-0.24,-0.025052192,1126404,120600
NASDAQ,ACTL,20/02/2009,9.62,0.28,0.029978587,1192880,124000
NASDAQ,ACTL,23/02/2009,8.74,-0.88,-0.091476091,929936,106400
NASDAQ,ACTL,24/02/2009,9.32,0.58,0.066361556,1365380,146500
NASDAQ,ACTL,25/02/2009,9.41,0.09,0.009656652,871366,92600
NASDAQ,ACTL,26/02/2009,9.14,-0.27,-0.02869288,810718,88700
NASDAQ,ACTL,27/02/2009,9.06,-0.08,-0.008752735,1000224,110400
NASDAQ,ACTL,02/03/2009,8.73,-0.33,-0.036423841,1170693,134100
NASDAQ,ACTL,03/03/2009,8.49,-0.24,-0.027491409,911826,107400
NASDAQ,ACTL,04/03/2009,8.82,0.33,0.038869258,762930,86500
NASDAQ,ACTL,05/03/2009,8.29,-0.53,-0.060090703,562062,67800
NASDAQ,ACTL,06/03/2009,8.48,0.19,0.02291918,572400,67500
NASDAQ,ACTL,09/03/2009,8.61,0.13,0.015330189,1569603,182300
NASDAQ,ACTL,10/03/2009,9,0.39,0.045296167,1187100,131900
NASDAQ,ACTL,11/03/2009,9.16,0.16,0.017777778,864704,94400
NASDAQ,ACTL,12/03/2009,9.75,0.59,0.06441048,1685775,172900
NASDAQ,ACTL,13/03/2009,10.01,0.26,0.026666667,874874,87400
NASDAQ,ACTL,16/03/2009,9.71,-0.3,-0.02997003,860306,88600
NASDAQ,ACTL,17/03/2009,10.72,1.01,0.104016478,735392,68600
NASDAQ,ACTL,18/03/2009,11.02,0.3,0.027985075,917966,83300
NASDAQ,ACTL,19/03/2009,10.84,-0.18,-0.016333938,561512,51800
NASDAQ,ACTL,20/03/2009,10.34,-0.5,-0.046125461,1472416,142400
NASDAQ,ACTL,23/03/2009,11.61,1.27,0.122823985,1133136,97600
NASDAQ,ACTL,24/03/2009,10.68,-0.93,-0.080103359,1041300,97500
NASDAQ,ACTL,25/03/2009,10.72,0.04,0.003745318,1189920,111000
NASDAQ,ACTL,26/03/2009,11.43,0.71,0.066231343,2148840,188000
NASDAQ,ACTL,27/03/2009,10.72,-0.71,-0.062117235,831872,77600
NASDAQ,ACTL,30/03/2009,10.29,-0.43,-0.04011194,929187,90300
NASDAQ,ACTL,31/03/2009,10.12,-0.17,-0.016520894,1520024,150200
NASDAQ,ACTL,01/04/2009,10.48,0.36,0.035573123,748272,71400
NASDAQ,ACTL,02/04/2009,11.03,0.55,0.052480916,1778036,161200
NASDAQ,ACTL,03/04/2009,11.65,0.62,0.056210335,879575,75500
NASDAQ,ACTL,06/04/2009,11.44,-0.21,-0.018025751,758472,66300
NASDAQ,ACTL,07/04/2009,10.59,-0.85,-0.074300699,1119363,105700
NASDAQ,ACTL,08/04/2009,11.05,0.46,0.043437205,567970,51400
NASDAQ,ACTL,09/04/2009,11.67,0.62,0.056108597,1458750,125000
NASDAQ,ACTL,13/04/2009,11.63,-0.04,-0.003427592,474504,40800
NASDAQ,ACTL,14/04/2009,11.17,-0.46,-0.03955288,659030,59000
NASDAQ,ACTL,15/04/2009,11.81,0.64,0.057296329,1078253,91300
NASDAQ,ACTL,16/04/2009,11.81,0,0,979049,82900
NASDAQ,ACTL,17/04/2009,12.38,0.57,0.048264183,2097172,169400
NASDAQ,ACTL,20/04/2009,11.94,-0.44,-0.035541195,1374294,115100
NASDAQ,ACTL,21/04/2009,12.51,0.57,0.047738693,1389861,111100
NASDAQ,ACTL,22/04/2009,12.86,0.35,0.027977618,1283428,99800
NASDAQ,ACTL,23/04/2009,12.32,-0.54,-0.041990669,2275504,184700
NASDAQ,ACTL,24/04/2009,12.4,0.08,0.006493506,1390040,112100
NASDAQ,ACTL,27/04/2009,12.31,-0.09,-0.007258065,1711090,139000
NASDAQ,ACTL,28/04/2009,12.45,0.14,0.011372868,991020,79600
NASDAQ,ACTL,29/04/2009,12.12,-0.33,-0.026506024,1941624,160200
NASDAQ,ACTL,30/04/2009,12.37,0.25,0.020627063,1636551,132300
NASDAQ,ACTL,01/05/2009,12.46,0.09,0.007275667,1690822,135700
NASDAQ,ACTL,04/05/2009,12.67,0.21,0.016853933,1767465,139500
NASDAQ,ACTL,05/05/2009,11.75,-0.92,-0.07261247,2404050,204600
NASDAQ,ACTL,06/05/2009,11.77,0.02,0.001702128,1999723,169900
NASDAQ,ACTL,07/05/2009,11.29,-0.48,-0.040781648,1232868,109200
NASDAQ,ACTL,08/05/2009,11.34,0.05,0.004428698,1031940,91000
NASDAQ,ACTL,11/05/2009,11.03,-0.31,-0.027336861,580178,52600
NASDAQ,ACTL,12/05/2009,10.98,-0.05,-0.004533092,1457046,132700
NASDAQ,ACTL,13/05/2009,10.17,-0.81,-0.073770492,873603,85900
NASDAQ,ACTL,14/05/2009,10.7,0.53,0.052114061,889170,83100
NASDAQ,ACTL,15/05/2009,10.51,-0.19,-0.017757009,1286424,122400
NASDAQ,ACTL,18/05/2009,10.89,0.38,0.036156042,1702107,156300
NASDAQ,ACTL,19/05/2009,10.87,-0.02,-0.001836547,1523974,140200
NASDAQ,ACTL,20/05/2009,10.81,-0.06,-0.005519779,1405300,130000
NASDAQ,ACTL,21/05/2009,10.22,-0.59,-0.054579093,1526868,149400
NASDAQ,ACTL,22/05/2009,10,-0.22,-0.021526419,1062000,106200
NASDAQ,ACTL,26/05/2009,11.07,1.07,0.107,1933929,174700
NASDAQ,ACTL,27/05/2009,10.96,-0.11,-0.009936766,1458776,133100
NASDAQ,ACTL,28/05/2009,11.11,0.15,0.013686131,1048784,94400
NASDAQ,ACTL,29/05/2009,11.28,0.17,0.01530153,1196808,106100
NASDAQ,ACTL,01/06/2009,11.44,0.16,0.014184397,1832688,160200
NASDAQ,ACTL,02/06/2009,11.31,-0.13,-0.011363636,1716858,151800
NASDAQ,ACTL,03/06/2009,10.97,-0.34,-0.030061892,682334,62200
NASDAQ,ACTL,04/06/2009,11.39,0.42,0.038286235,1249483,109700
NASDAQ,ACTL,05/06/2009,11.47,0.08,0.007023705,1118325,97500
NASDAQ,ACTL,08/06/2009,11.03,-0.44,-0.038360942,796366,72200
NASDAQ,ACTL,09/06/2009,11.1,0.07,0.006346328,755910,68100
NASDAQ,ACTL,10/06/2009,11.17,0.07,0.006306306,1358272,121600
NASDAQ,ACTL,11/06/2009,11.43,0.26,0.023276634,917829,80300
NASDAQ,ACTL,12/06/2009,11.15,-0.28,-0.024496938,2332580,209200
NASDAQ,ACTL,15/06/2009,11.07,-0.08,-0.007174888,1755702,158600
NASDAQ,ACTL,16/06/2009,10.75,-0.32,-0.028906956,1574875,146500
NASDAQ,ACTL,17/06/2009,11.08,0.33,0.030697674,1602168,144600
NASDAQ,ACTL,18/06/2009,11.35,0.27,0.024368231,1626455,143300
NASDAQ,ACTL,19/06/2009,10.85,-0.5,-0.044052863,3763865,346900
NASDAQ,ACTL,22/06/2009,10.61,-0.24,-0.022119816,1792029,168900
NASDAQ,ACTL,23/06/2009,10.62,0.01,0.000942507,1060938,99900
NASDAQ,ACTL,24/06/2009,10.69,0.07,0.006591337,943927,88300
NASDAQ,ACTL,25/06/2009,10.79,0.1,0.009354537,973258,90200
NASDAQ,ACTL,26/06/2009,11.09,0.3,0.027803522,5211191,469900
NASDAQ,ACTL,29/06/2009,11.21,0.12,0.010820559,1255520,112000
NASDAQ,ACTL,30/06/2009,10.73,-0.48,-0.042818912,1268286,118200
NASDAQ,ACTL,01/07/2009,11.48,0.75,0.069897484,1988336,173200
NASDAQ,ACTL,02/07/2009,11.02,-0.46,-0.040069686,1467864,133200
NASDAQ,ACTL,06/07/2009,10.91,-0.11,-0.009981851,1311382,120200
NASDAQ,ACTL,07/07/2009,10.49,-0.42,-0.038496792,780456,74400
NASDAQ,ACTL,08/07/2009,10.2,-0.29,-0.027645377,922080,90400
NASDAQ,ACTL,09/07/2009,10.46,0.26,0.025490196,1434066,137100
NASDAQ,ACTL,10/07/2009,10.61,0.15,0.014340344,1195747,112700
NASDAQ,ACTL,13/07/2009,10.95,0.34,0.03204524,1139895,104100
NASDAQ,ACTL,14/07/2009,10.93,-0.02,-0.001826484,720287,65900
NASDAQ,ACTL,15/07/2009,11.73,0.8,0.073193047,1914336,163200
NASDAQ,ACTL,16/07/2009,11.82,0.09,0.007672634,939690,79500
NASDAQ,ACTL,17/07/2009,11.55,-0.27,-0.02284264,1649340,142800
NASDAQ,ACTL,20/07/2009,11.37,-0.18,-0.015584416,886860,78000
NASDAQ,ACTL,21/07/2009,11.44,0.07,0.006156552,775632,67800
NASDAQ,ACTL,22/07/2009,11.8,0.36,0.031468531,686760,58200
NASDAQ,ACTL,23/07/2009,11.77,-0.03,-0.002542373,1653685,140500
NASDAQ,ACTL,24/07/2009,11.94,0.17,0.0144435,1411308,118200
NASDAQ,ACTL,27/07/2009,12.1,0.16,0.013400335,646140,53400
NASDAQ,ACTL,28/07/2009,12.22,0.12,0.009917355,786968,64400
NASDAQ,ACTL,29/07/2009,10.9,-1.32,-0.10801964,2738080,251200
NASDAQ,ACTL,30/07/2009,10.89,-0.01,-0.000917431,4494303,412700
NASDAQ,ACTL,31/07/2009,11.14,0.25,0.022956841,1268846,113900
NASDAQ,ACTL,03/08/2009,11.13,-0.01,-0.000897666,1417962,127400
NASDAQ,ACTL,04/08/2009,11.36,0.23,0.02066487,1132592,99700
NASDAQ,ACTL,05/08/2009,10.92,-0.44,-0.038732394,690144,63200
NASDAQ,ACTL,06/08/2009,10.98,0.06,0.005494505,1272582,115900
NASDAQ,ACTL,07/08/2009,10.97,-0.01,-0.000910747,1045441,95300
NASDAQ,ACTL,10/08/2009,10.87,-0.1,-0.00911577,602198,55400
NASDAQ,ACTL,11/08/2009,10.59,-0.28,-0.02575897,483963,45700
NASDAQ,ACTL,12/08/2009,11.38,0.79,0.074598678,967300,85000
NASDAQ,ACTL,13/08/2009,11.36,-0.02,-0.001757469,666832,58700
NASDAQ,ACTL,14/08/2009,10.93,-0.43,-0.037852113,708264,64800
NASDAQ,ACTL,17/08/2009,10.86,-0.07,-0.006404392,740652,68200
NASDAQ,ACTL,18/08/2009,11.09,0.23,0.021178637,350444,31600
NASDAQ,ACTL,19/08/2009,11.2,0.11,0.009918846,1122240,100200
NASDAQ,ACTL,20/08/2009,11.1,-0.1,-0.008928571,981240,88400
NASDAQ,ACTL,21/08/2009,11.49,0.39,0.035135135,2091180,182000
NASDAQ,ACTL,24/08/2009,11.5,0.01,0.000870322,1045350,90900
NASDAQ,ACTL,25/08/2009,11.62,0.12,0.010434783,527548,45400
NASDAQ,ACTL,26/08/2009,11.81,0.19,0.016351119,532631,45100
NASDAQ,ACTL,27/08/2009,11.79,-0.02,-0.00169348,402039,34100
NASDAQ,ACTL,28/08/2009,11.17,-0.62,-0.052586938,626637,56100
NASDAQ,ACTL,31/08/2009,10.88,-0.29,-0.025962399,780096,71700
NASDAQ,ACTL,01/09/2009,10.89,0.01,0.000919118,927828,85200
NASDAQ,ACTL,02/09/2009,10.87,-0.02,-0.001836547,377189,34700
NASDAQ,ACTL,03/09/2009,10.95,0.08,0.007359706,485085,44300
NASDAQ,ACTL,04/09/2009,11.66,0.71,0.064840183,1393370,119500
NASDAQ,ACTL,08/09/2009,11.57,-0.09,-0.007718696,785603,67900
NASDAQ,ACTL,09/09/2009,11.87,0.3,0.025929127,587565,49500
NASDAQ,ACTL,10/09/2009,11.93,0.06,0.00505476,578605,48500
NASDAQ,ACTL,11/09/2009,11.41,-0.52,-0.043587594,723394,63400
NASDAQ,ACTL,14/09/2009,11.61,0.2,0.017528484,363393,31300
NASDAQ,ACTL,15/09/2009,11.77,0.16,0.013781223,361339,30700
NASDAQ,ACTL,16/09/2009,11.83,0.06,0.005097706,637637,53900
NASDAQ,ACTL,17/09/2009,11.63,-0.2,-0.016906171,255860,22000
NASDAQ,ACTL,18/09/2009,11.63,0,0,1481662,127400
NASDAQ,ACTL,21/09/2009,11.54,-0.09,-0.007738607,420056,36400
NASDAQ,ACTL,22/09/2009,11.6,0.06,0.005199307,955840,82400
NASDAQ,ACTL,23/09/2009,11.86,0.26,0.022413793,4736884,399400
NASDAQ,ACTL,24/09/2009,11.61,-0.25,-0.021079258,2096766,180600
NASDAQ,ACTL,25/09/2009,11.77,0.16,0.013781223,552013,46900
NASDAQ,ACTL,28/09/2009,12.23,0.46,0.039082413,638406,52200
NASDAQ,ACTL,29/09/2009,12.15,-0.08,-0.006541292,800685,65900
NASDAQ,ACTL,30/09/2009,12.17,0.02,0.001646091,1024714,84200
NASDAQ,ACTL,01/10/2009,11.64,-0.53,-0.043549712,1136064,97600
NASDAQ,ACTL,02/10/2009,11.48,-0.16,-0.013745704,756532,65900
NASDAQ,ACTL,05/10/2009,11.64,0.16,0.013937282,713532,61300
NASDAQ,ACTL,06/10/2009,11.92,0.28,0.024054983,312304,26200
